"","transectId","originTagNum","end5mTagNum","plantID","x_Mike Bone, Stanton Schell","x_Arich Fruehling, Leah Veldhuisen","x_Geena Poulter, Michelle DePrenger-Levin","x_Michael Bone, Stanton Schell","x_Michael Guidi, Brooke Washburn, Syed Jalalzai","y_Mike Bone, Stanton Schell","y_Arich Fruehling, Leah Veldhuisen","y_Geena Poulter, Michelle DePrenger-Levin","y_Michael Bone, Stanton Schell","y_Michael Guidi, Brooke Washburn, Syed Jalalzai"
"1074",31,1018,1153,1153,NA,"0.45",NA,NA,NA,NA,"1.75",NA,NA,NA
"1075",31,1018,1153,675,NA,"0.3",NA,NA,NA,NA,"1.99",NA,NA,NA
"1076",31,1018,1153,686,NA,"0.45",NA,NA,NA,NA,"2.05",NA,NA,NA
"1077",31,1018,1153,674,NA,"0.29",NA,NA,NA,NA,"2.09",NA,NA,NA
"1078",31,1018,1153,684,NA,"0.42",NA,NA,NA,NA,"2.13",NA,NA,NA
"1079",31,1018,1153,670,NA,"0.2",NA,NA,NA,NA,"2.2",NA,NA,NA
"1080",31,1018,1153,681,NA,"0.38",NA,NA,NA,NA,"2.39",NA,NA,NA
"1081",31,1018,1153,673,NA,"0.28",NA,NA,NA,NA,"2.46",NA,NA,NA
"1082",31,1018,1153,678,NA,"0.32",NA,NA,NA,NA,"2.55",NA,NA,NA
"1083",31,1018,1153,668,NA,"0.18",NA,NA,NA,NA,"2.73",NA,NA,NA
"1084",31,1018,1153,683,NA,"0.41",NA,NA,NA,NA,"2.81",NA,NA,NA
"1085",32,1071,1068,695,NA,NA,NA,"0.25",NA,NA,NA,NA,"0.25",NA
"1086",32,1071,1068,702,NA,NA,NA,"0.75",NA,NA,NA,NA,"0.75",NA
"1087",32,1071,1068,696,NA,NA,NA,"0.25",NA,NA,NA,NA,"1.25",NA
"1088",32,1071,1068,694,NA,NA,NA,"0.22",NA,NA,NA,NA,"1.27",NA
"1089",32,1071,1068,703,NA,NA,NA,"0.75",NA,NA,NA,NA,"1.75",NA
"1090",32,1071,1068,697,NA,NA,NA,"0.25",NA,NA,NA,NA,"2.25",NA
"1091",32,1071,1068,704,NA,NA,NA,"0.75",NA,NA,NA,NA,"2.75",NA
"1092",32,1071,1068,698,NA,NA,NA,"0.25",NA,NA,NA,NA,"3.25",NA
"1093",32,1071,1068,700,NA,NA,NA,"0.29",NA,NA,NA,NA,"3.27",NA
"1094",32,1071,1068,705,NA,NA,NA,"0.75",NA,NA,NA,NA,"3.75",NA
"1095",32,1071,1068,701,NA,NA,NA,"0.29",NA,NA,NA,NA,"4.27",NA
"1096",32,1071,1068,699,NA,NA,NA,"0.25",NA,NA,NA,NA,"4.45",NA
"1097",32,1071,1068,706,NA,NA,NA,"0.75",NA,NA,NA,NA,"4.75",NA
"1098",33,1027,1148,717,NA,"0.45",NA,NA,NA,NA,"0.38",NA,NA,NA
"1099",33,1027,1148,714,NA,"0.36",NA,NA,NA,NA,"0.44",NA,NA,NA
"1100",33,1027,1148,1155,NA,"0.93",NA,NA,NA,NA,"0.59",NA,NA,NA
"1101",33,1027,1148,712,NA,"0.26",NA,NA,NA,NA,"0.6",NA,NA,NA
"1102",33,1027,1148,1156,NA,"0.99",NA,NA,NA,NA,"0.7",NA,NA,NA
"1103",33,1027,1148,1157,NA,"0.86",NA,NA,NA,NA,"0.77",NA,NA,NA
"1104",33,1027,1148,727,NA,"0.92",NA,NA,NA,NA,"0.8",NA,NA,NA
"1105",33,1027,1148,1158,NA,"0.94",NA,NA,NA,NA,"0.84",NA,NA,NA
"1106",33,1027,1148,721,NA,"0.7",NA,NA,NA,NA,"0.85",NA,NA,NA
"1107",33,1027,1148,724,NA,"0.81",NA,NA,NA,NA,"0.89",NA,NA,NA
"1108",33,1027,1148,707,NA,"0.04",NA,NA,NA,NA,"1",NA,NA,NA
"1109",33,1027,1148,723,NA,"0.71",NA,NA,NA,NA,"1.03",NA,NA,NA
"1110",33,1027,1148,718,NA,"0.64",NA,NA,NA,NA,"1.13",NA,NA,NA
"1111",33,1027,1148,726,NA,"0.83",NA,NA,NA,NA,"1.29",NA,NA,NA
"1112",33,1027,1148,722,NA,"0.7",NA,NA,NA,NA,"1.44",NA,NA,NA
"1113",33,1027,1148,1160,NA,"0",NA,NA,NA,NA,"1.53",NA,NA,NA
"1114",33,1027,1148,1159,NA,"0.92",NA,NA,NA,NA,"1.65",NA,NA,NA
"1115",33,1027,1148,720,NA,"0.69",NA,NA,NA,NA,"2.19",NA,NA,NA
"1116",33,1027,1148,715,NA,"0.43",NA,NA,NA,NA,"2.33",NA,NA,NA
"1117",33,1027,1148,1161,NA,"0.97",NA,NA,NA,NA,"2.48",NA,NA,NA
"1118",33,1027,1148,709,NA,"0.12",NA,NA,NA,NA,"2.66",NA,NA,NA
"1119",33,1027,1148,1162,NA,"0.6",NA,NA,NA,NA,"2.74",NA,NA,NA
"1120",33,1027,1148,1163,NA,"0.63",NA,NA,NA,NA,"2.98",NA,NA,NA
"1121",33,1027,1148,1164,NA,"0.87",NA,NA,NA,NA,"3.18",NA,NA,NA
"1122",33,1027,1148,1165,NA,"0.43",NA,NA,NA,NA,"3.32",NA,NA,NA
"1123",33,1027,1148,1166,NA,"0",NA,NA,NA,NA,"3.5",NA,NA,NA
"1124",33,1027,1148,1167,NA,"0.9",NA,NA,NA,NA,"3.7",NA,NA,NA
"1125",33,1027,1148,711,NA,"0.22",NA,NA,NA,NA,"3.8",NA,NA,NA
"1126",33,1027,1148,710,NA,"0.18",NA,NA,NA,NA,"3.9",NA,NA,NA
"1127",33,1027,1148,1168,NA,"0.39",NA,NA,NA,NA,"3.92",NA,NA,NA
"1128",33,1027,1148,1169,NA,"0.66",NA,NA,NA,NA,"3.94",NA,NA,NA
"1129",33,1027,1148,1170,NA,"0.7",NA,NA,NA,NA,"4.01",NA,NA,NA
"1130",33,1027,1148,1171,NA,"0.73",NA,NA,NA,NA,"4.06",NA,NA,NA
"1131",33,1027,1148,1173,NA,"0.55",NA,NA,NA,NA,"4.08",NA,NA,NA
"1132",33,1027,1148,1172,NA,"0.29",NA,NA,NA,NA,"4.1",NA,NA,NA
"1133",33,1027,1148,1174,NA,"0.79",NA,NA,NA,NA,"4.15",NA,NA,NA
"1134",33,1027,1148,1175,NA,"0.62",NA,NA,NA,NA,"4.2",NA,NA,NA
"1135",33,1027,1148,728,NA,"0.97",NA,NA,NA,NA,"4.23",NA,NA,NA
"1136",33,1027,1148,1176,NA,"0.74",NA,NA,NA,NA,"4.28",NA,NA,NA
"1137",33,1027,1148,1177,NA,"0.58",NA,NA,NA,NA,"4.31",NA,NA,NA
"1138",33,1027,1148,1179,NA,"0.15",NA,NA,NA,NA,"4.32",NA,NA,NA
"1139",33,1027,1148,1178,NA,"0.83",NA,NA,NA,NA,"4.33",NA,NA,NA
"1140",33,1027,1148,725,NA,"0.82",NA,NA,NA,NA,"4.45",NA,NA,NA
"1141",33,1027,1148,1180,NA,"0.44",NA,NA,NA,NA,"4.59",NA,NA,NA
"1142",33,1027,1148,1181,NA,"0.35",NA,NA,NA,NA,"4.6",NA,NA,NA
"1143",33,1027,1148,1182,NA,"0.53",NA,NA,NA,NA,"4.63",NA,NA,NA
"1144",33,1027,1148,719,NA,"0.66",NA,NA,NA,NA,"4.85",NA,NA,NA
"1145",33,1027,1148,708,NA,"0.07",NA,NA,NA,NA,"4.88",NA,NA,NA
"1146",33,1027,1148,713,NA,"0.33",NA,NA,NA,NA,"4.9",NA,NA,NA
"1147",33,1027,1148,1183,NA,"0.08",NA,NA,NA,NA,"4.93",NA,NA,NA
"1148",33,1027,1148,716,NA,"0.44",NA,NA,NA,NA,"4.96",NA,NA,NA
"1149",34,1008,1082,741,NA,NA,NA,NA,"0.38",NA,NA,NA,NA,"0.01"
"1150",34,1008,1082,744,NA,NA,NA,NA,"0.43",NA,NA,NA,NA,"0.05"
"1151",34,1008,1082,748,NA,NA,NA,NA,"0.49",NA,NA,NA,NA,"0.12"
"1152",34,1008,1082,1455,NA,NA,NA,NA,"0.57",NA,NA,NA,NA,"0.2"
"1153",34,1008,1082,733,NA,NA,NA,NA,"0.25",NA,NA,NA,NA,"0.25"
"1154",34,1008,1082,739,NA,NA,NA,NA,"0.31",NA,NA,NA,NA,"0.25"
"1155",34,1008,1082,757,NA,NA,NA,NA,"0.7",NA,NA,NA,NA,"0.28"
"1156",34,1008,1082,749,NA,NA,NA,NA,"0.49",NA,NA,NA,NA,"0.29"
"1157",34,1008,1082,747,NA,NA,NA,NA,"0.47",NA,NA,NA,NA,"0.3"
"1158",34,1008,1082,1445,NA,NA,NA,NA,"0.97",NA,NA,NA,NA,"0.34"
"1159",34,1008,1082,730,NA,NA,NA,NA,"0.16",NA,NA,NA,NA,"0.35"
"1160",34,1008,1082,752,NA,NA,NA,NA,"0.59",NA,NA,NA,NA,"0.41"
"1161",34,1008,1082,731,NA,NA,NA,NA,"0.2",NA,NA,NA,NA,"0.47"
"1162",34,1008,1082,755,NA,NA,NA,NA,"0.67",NA,NA,NA,NA,"0.53"
"1163",34,1008,1082,754,NA,NA,NA,NA,"0.65",NA,NA,NA,NA,"0.54"
"1164",34,1008,1082,751,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,"0.64"
"1165",34,1008,1082,759,NA,NA,NA,NA,"0.75",NA,NA,NA,NA,"0.75"
"1166",34,1008,1082,740,NA,NA,NA,NA,"0.36",NA,NA,NA,NA,"0.85"
"1167",34,1008,1082,738,NA,NA,NA,NA,"0.26",NA,NA,NA,NA,"0.87"
"1168",34,1008,1082,729,NA,NA,NA,NA,"0.07",NA,NA,NA,NA,"0.95"
"1169",34,1008,1082,750,NA,NA,NA,NA,"0.49",NA,NA,NA,NA,"1.05"
"1170",34,1008,1082,734,NA,NA,NA,NA,"0.25",NA,NA,NA,NA,"1.25"
"1171",34,1008,1082,756,NA,NA,NA,NA,"0.69",NA,NA,NA,NA,"1.4"
"1172",34,1008,1082,1446,NA,NA,NA,NA,"0.52",NA,NA,NA,NA,"1.45"
"1173",34,1008,1082,1447,NA,NA,NA,NA,"0.34",NA,NA,NA,NA,"1.52"
"1174",34,1008,1082,764,NA,NA,NA,NA,"0.85",NA,NA,NA,NA,"1.58"
"1175",34,1008,1082,742,NA,NA,NA,NA,"0.39",NA,NA,NA,NA,"1.68"
"1176",34,1008,1082,743,NA,NA,NA,NA,"0.4",NA,NA,NA,NA,"1.71"
"1177",34,1008,1082,760,NA,NA,NA,NA,"0.75",NA,NA,NA,NA,"1.75"
"1178",34,1008,1082,765,NA,NA,NA,NA,"1.75",NA,NA,NA,NA,"1.75"
"1179",34,1008,1082,1448,NA,NA,NA,NA,"0.56",NA,NA,NA,NA,"2.19"
"1180",34,1008,1082,735,NA,NA,NA,NA,"0.25",NA,NA,NA,NA,"2.25"
"1181",34,1008,1082,761,NA,NA,NA,NA,"0.75",NA,NA,NA,NA,"2.75"
"1182",34,1008,1082,736,NA,NA,NA,NA,"0.25",NA,NA,NA,NA,"3.25"
"1183",34,1008,1082,753,NA,NA,NA,NA,"0.6",NA,NA,NA,NA,"3.75"
"1184",34,1008,1082,762,NA,NA,NA,NA,"0.75",NA,NA,NA,NA,"3.75"
"1185",34,1008,1082,745,NA,NA,NA,NA,"0.43",NA,NA,NA,NA,"3.89"
"1186",34,1008,1082,746,NA,NA,NA,NA,"0.45",NA,NA,NA,NA,"3.9"
"1187",34,1008,1082,758,NA,NA,NA,NA,"0.74",NA,NA,NA,NA,"3.91"
"1188",34,1008,1082,1449,NA,NA,NA,NA,"0.6",NA,NA,NA,NA,"3.93"
"1189",34,1008,1082,1450,NA,NA,NA,NA,"0.75",NA,NA,NA,NA,"3.97"
"1190",34,1008,1082,732,NA,NA,NA,NA,"0.2",NA,NA,NA,NA,"4.13"
"1191",34,1008,1082,1451,NA,NA,NA,NA,"0.13",NA,NA,NA,NA,"4.2"
"1192",34,1008,1082,737,NA,NA,NA,NA,"0.25",NA,NA,NA,NA,"4.25"
"1193",34,1008,1082,1452,NA,NA,NA,NA,"0.95",NA,NA,NA,NA,"4.27"
"1194",34,1008,1082,1453,NA,NA,NA,NA,"0.97",NA,NA,NA,NA,"4.4"
"1195",34,1008,1082,763,NA,NA,NA,NA,"0.75",NA,NA,NA,NA,"4.75"
"1196",34,1008,1082,1454,NA,NA,NA,NA,"0.97",NA,NA,NA,NA,"4.9"
"1197",35,1076,1417,776,NA,NA,"0.17",NA,NA,NA,NA,"0.05",NA,NA
"1198",35,1076,1417,1252,NA,NA,"0.58",NA,NA,NA,NA,"0.2",NA,NA
"1199",35,1076,1417,790,NA,NA,"0.45",NA,NA,NA,NA,"0.21",NA,NA
"1200",35,1076,1417,792,NA,NA,"0.51",NA,NA,NA,NA,"0.25",NA,NA
"1201",35,1076,1417,1253,NA,NA,"0.78",NA,NA,NA,NA,"0.25",NA,NA
"1202",35,1076,1417,767,NA,NA,"0.06",NA,NA,NA,NA,"0.3",NA,NA
"1203",35,1076,1417,786,NA,NA,"0.35",NA,NA,NA,NA,"0.3",NA,NA
"1204",35,1076,1417,800,NA,NA,"0.71",NA,NA,NA,NA,"0.35",NA,NA
"1205",35,1076,1417,769,NA,NA,"0.07",NA,NA,NA,NA,"0.45",NA,NA
"1206",35,1076,1417,768,NA,NA,"0.06",NA,NA,NA,NA,"0.55",NA,NA
"1207",35,1076,1417,785,NA,NA,"0.33",NA,NA,NA,NA,"0.55",NA,NA
"1208",35,1076,1417,788,NA,NA,"0.39",NA,NA,NA,NA,"0.65",NA,NA
"1209",35,1076,1417,773,NA,NA,"0.14",NA,NA,NA,NA,"0.75",NA,NA
"1210",35,1076,1417,1254,NA,NA,"0.59",NA,NA,NA,NA,"0.9",NA,NA
"1211",35,1076,1417,1255,NA,NA,"0.12",NA,NA,NA,NA,"1.05",NA,NA
"1212",35,1076,1417,770,NA,NA,"0.11",NA,NA,NA,NA,"1.2",NA,NA
"1213",35,1076,1417,766,NA,NA,"0.03",NA,NA,NA,NA,"1.5",NA,NA
"1214",35,1076,1417,779,NA,NA,"0.24",NA,NA,NA,NA,"1.5",NA,NA
"1215",35,1076,1417,774,NA,NA,"0.14",NA,NA,NA,NA,"1.6",NA,NA
"1216",35,1076,1417,772,NA,NA,"0.12",NA,NA,NA,NA,"1.9",NA,NA
"1217",35,1076,1417,794,NA,NA,"0.62",NA,NA,NA,NA,"1.9",NA,NA
"1218",35,1076,1417,797,NA,NA,"0.68",NA,NA,NA,NA,"2.05",NA,NA
"1219",35,1076,1417,808,NA,NA,"0.89",NA,NA,NA,NA,"2.05",NA,NA
"1220",35,1076,1417,1256,NA,NA,"0.15",NA,NA,NA,NA,"2.1",NA,NA
"1221",35,1076,1417,780,NA,NA,"0.26",NA,NA,NA,NA,"2.11",NA,NA
"1222",35,1076,1417,795,NA,NA,"0.66",NA,NA,NA,NA,"2.11",NA,NA
"1223",35,1076,1417,1257,NA,NA,"0.39",NA,NA,NA,NA,"2.25",NA,NA
"1224",35,1076,1417,1258,NA,NA,"0.5",NA,NA,NA,NA,"2.35",NA,NA
"1225",35,1076,1417,1259,NA,NA,"0.79",NA,NA,NA,NA,"2.4",NA,NA
"1226",35,1076,1417,782,NA,NA,"0.28",NA,NA,NA,NA,"2.5",NA,NA
"1227",35,1076,1417,803,NA,NA,"0.78",NA,NA,NA,NA,"2.58",NA,NA
"1228",35,1076,1417,777,NA,NA,"0.22",NA,NA,NA,NA,"2.7",NA,NA
"1229",35,1076,1417,1260,NA,NA,"0.6",NA,NA,NA,NA,"2.7",NA,NA
"1230",35,1076,1417,801,NA,NA,"0.72",NA,NA,NA,NA,"2.81",NA,NA
"1231",35,1076,1417,771,NA,NA,"0.11",NA,NA,NA,NA,"3",NA,NA
"1232",35,1076,1417,809,NA,NA,"0.91",NA,NA,NA,NA,"3.1",NA,NA
"1233",35,1076,1417,1261,NA,NA,"0.72",NA,NA,NA,NA,"3.15",NA,NA
"1234",35,1076,1417,1262,NA,NA,"0.3",NA,NA,NA,NA,"3.2",NA,NA
"1235",35,1076,1417,806,NA,NA,"0.83",NA,NA,NA,NA,"3.21",NA,NA
"1236",35,1076,1417,810,NA,NA,"0.92",NA,NA,NA,NA,"3.25",NA,NA
"1237",35,1076,1417,1263,NA,NA,"0.62",NA,NA,NA,NA,"3.35",NA,NA
"1238",35,1076,1417,1264,NA,NA,"0.92",NA,NA,NA,NA,"3.35",NA,NA
"1239",35,1076,1417,787,NA,NA,"0.36",NA,NA,NA,NA,"3.4",NA,NA
"1240",35,1076,1417,783,NA,NA,"0.28",NA,NA,NA,NA,"3.52",NA,NA
"1241",35,1076,1417,1265,NA,NA,"0.22",NA,NA,NA,NA,"3.6",NA,NA
"1242",35,1076,1417,775,NA,NA,"0.16",NA,NA,NA,NA,"3.65",NA,NA
"1243",35,1076,1417,781,NA,NA,"0.27",NA,NA,NA,NA,"3.72",NA,NA
"1244",35,1076,1417,1266,NA,NA,"0",NA,NA,NA,NA,"3.75",NA,NA
"1245",35,1076,1417,811,NA,NA,"0.92",NA,NA,NA,NA,"3.75",NA,NA
"1246",35,1076,1417,784,NA,NA,"0.28",NA,NA,NA,NA,"3.76",NA,NA
"1247",35,1076,1417,804,NA,NA,"0.82",NA,NA,NA,NA,"3.95",NA,NA
"1248",35,1076,1417,1267,NA,NA,"0.72",NA,NA,NA,NA,"4",NA,NA
"1249",35,1076,1417,791,NA,NA,"0.46",NA,NA,NA,NA,"4.1",NA,NA
"1250",35,1076,1417,793,NA,NA,"0.56",NA,NA,NA,NA,"4.1",NA,NA
"1251",35,1076,1417,1268,NA,NA,"0.85",NA,NA,NA,NA,"4.1",NA,NA
"1252",35,1076,1417,1269,NA,NA,"0.9",NA,NA,NA,NA,"4.1",NA,NA
"1253",35,1076,1417,812,NA,NA,"0.99",NA,NA,NA,NA,"4.1",NA,NA
"1254",35,1076,1417,798,NA,NA,"0.68",NA,NA,NA,NA,"4.2",NA,NA
"1255",35,1076,1417,807,NA,NA,"0.86",NA,NA,NA,NA,"4.3",NA,NA
"1256",35,1076,1417,1270,NA,NA,"0.89",NA,NA,NA,NA,"4.35",NA,NA
"1257",35,1076,1417,1271,NA,NA,"0.93",NA,NA,NA,NA,"4.35",NA,NA
"1258",35,1076,1417,799,NA,NA,"0.68",NA,NA,NA,NA,"4.4",NA,NA
"1259",35,1076,1417,1272,NA,NA,"0.5",NA,NA,NA,NA,"4.45",NA,NA
"1260",35,1076,1417,1273,NA,NA,"0.7",NA,NA,NA,NA,"4.5",NA,NA
"1261",35,1076,1417,805,NA,NA,"0.82",NA,NA,NA,NA,"4.61",NA,NA
"1262",35,1076,1417,789,NA,NA,"0.44",NA,NA,NA,NA,"4.65",NA,NA
"1263",35,1076,1417,802,NA,NA,"0.75",NA,NA,NA,NA,"4.7",NA,NA
"1264",35,1076,1417,778,NA,NA,"0.23",NA,NA,NA,NA,"4.8",NA,NA
"1265",35,1076,1417,1274,NA,NA,"0.78",NA,NA,NA,NA,"4.8",NA,NA
"1266",35,1076,1417,796,NA,NA,"0.67",NA,NA,NA,NA,"4.95",NA,NA
"1267",36,1041,1,1339,NA,NA,NA,"20",NA,NA,NA,NA,"0",NA
"1268",36,1041,1,814,NA,NA,NA,"0.25",NA,NA,NA,NA,"0.25",NA
"1269",36,1041,1,819,NA,NA,NA,"0.44",NA,NA,NA,NA,"0.67",NA
"1270",36,1041,1,822,NA,NA,NA,"0.75",NA,NA,NA,NA,"0.82",NA
"1271",36,1041,1,1318,NA,NA,NA,"42",NA,NA,NA,NA,"1.03",NA
"1272",36,1041,1,813,NA,NA,NA,"0.19",NA,NA,NA,NA,"1.21",NA
"1273",36,1041,1,815,NA,NA,NA,"0.25",NA,NA,NA,NA,"1.25",NA
"1274",36,1041,1,1319,NA,NA,NA,"0.36",NA,NA,NA,NA,"1.5",NA
"1275",36,1041,1,1320,NA,NA,NA,"0.65",NA,NA,NA,NA,"1.55",NA
"1276",36,1041,1,1321,NA,NA,NA,"55",NA,NA,NA,NA,"1.65",NA
"1277",36,1041,1,1323,NA,NA,NA,"77",NA,NA,NA,NA,"1.65",NA
"1278",36,1041,1,1322,NA,NA,NA,"89",NA,NA,NA,NA,"1.65",NA
"1279",36,1041,1,823,NA,NA,NA,"0.75",NA,NA,NA,NA,"1.75",NA
"1280",36,1041,1,1324,NA,NA,NA,"27",NA,NA,NA,NA,"1.91",NA
"1281",36,1041,1,1325,NA,NA,NA,"58",NA,NA,NA,NA,"2",NA
"1282",36,1041,1,816,NA,NA,NA,"0.25",NA,NA,NA,NA,"2.25",NA
"1283",36,1041,1,1326,NA,NA,NA,"17",NA,NA,NA,NA,"2.26",NA
"1284",36,1041,1,1327,NA,NA,NA,"55",NA,NA,NA,NA,"2.36",NA
"1285",36,1041,1,1328,NA,NA,NA,"0.04",NA,NA,NA,NA,"2.41",NA
"1286",36,1041,1,1329,NA,NA,NA,"0.1",NA,NA,NA,NA,"2.59",NA
"1287",36,1041,1,1330,NA,NA,NA,"0.61",NA,NA,NA,NA,"2.72",NA
"1288",36,1041,1,821,NA,NA,NA,"0.6",NA,NA,NA,NA,"2.75",NA
"1289",36,1041,1,1331,NA,NA,NA,"0.66",NA,NA,NA,NA,"2.79",NA
"1290",36,1041,1,1332,NA,NA,NA,"0.26",NA,NA,NA,NA,"2.93",NA
"1291",36,1041,1,817,NA,NA,NA,"0.25",NA,NA,NA,NA,"3.25",NA
"1292",36,1041,1,1333,NA,NA,NA,"0.66",NA,NA,NA,NA,"3.59",NA
"1293",36,1041,1,824,NA,NA,NA,"0.75",NA,NA,NA,NA,"3.75",NA
"1294",36,1041,1,1334,NA,NA,NA,"0.22",NA,NA,NA,NA,"3.91",NA
"1295",36,1041,1,1335,NA,NA,NA,"0.72",NA,NA,NA,NA,"4.23",NA
"1296",36,1041,1,818,NA,NA,NA,"0.25",NA,NA,NA,NA,"4.25",NA
"1297",36,1041,1,1336,NA,NA,NA,"0.01",NA,NA,NA,NA,"4.3",NA
"1298",36,1041,1,1338,NA,NA,NA,"0.34",NA,NA,NA,NA,"4.86",NA
"1299",36,1041,1,1337,NA,NA,NA,"0.15",NA,NA,NA,NA,"4.87",NA
"1300",36,1041,1,820,NA,NA,NA,"0.44",NA,NA,NA,NA,"4.9",NA
"1301",37,1005,1015,845,NA,NA,"0.21","0.21",NA,NA,NA,"0.01","0.01",NA
"1302",37,1005,1015,927,NA,NA,"16","16",NA,NA,NA,"0.05","0.05",NA
"1303",37,1005,1015,829,NA,NA,"0.08","0.08",NA,NA,NA,"0.1","0.1",NA
"1304",37,1005,1015,852,NA,NA,"0.24","0.24",NA,NA,NA,"0.29","0.29",NA
"1305",37,1005,1015,840,NA,NA,"0.15","0.15",NA,NA,NA,"0.31","0.31",NA
"1306",37,1005,1015,858,NA,NA,"0.26","0.26",NA,NA,NA,"0.36","0.36",NA
"1307",37,1005,1015,841,NA,NA,"0.16","0.16",NA,NA,NA,"0.39","0.39",NA
"1308",37,1005,1015,901,NA,NA,"0.69","0.69",NA,NA,NA,"0.39","0.39",NA
"1309",37,1005,1015,898,NA,NA,"0.65","0.65",NA,NA,NA,"0.41","0.41",NA
"1310",37,1005,1015,832,NA,NA,"0.1","0.1",NA,NA,NA,"0.49","0.49",NA
"1311",37,1005,1015,869,NA,NA,"0.33","0.33",NA,NA,NA,"0.59","0.59",NA
"1312",37,1005,1015,862,NA,NA,"0.29","0.29",NA,NA,NA,"0.61","0.61",NA
"1313",37,1005,1015,867,NA,NA,"0.31","0.31",NA,NA,NA,"0.66","0.66",NA
"1314",37,1005,1015,1340,NA,NA,NA,"0.31",NA,NA,NA,NA,"0.69",NA
"1315",37,1005,1015,853,NA,NA,"0.24","0.24",NA,NA,NA,"0.76","0.76",NA
"1316",37,1005,1015,879,NA,NA,"0.4","0.4",NA,NA,NA,"0.81","0.81",NA
"1317",37,1005,1015,825,NA,NA,"0","0",NA,NA,NA,"0.91","0.91",NA
"1318",37,1005,1015,1342,NA,NA,NA,"0.38",NA,NA,NA,NA,"0.91",NA
"1319",37,1005,1015,1341,NA,NA,NA,"0.42",NA,NA,NA,NA,"0.91",NA
"1320",37,1005,1015,880,NA,NA,"0.4","0.4",NA,NA,NA,"0.92","0.92",NA
"1321",37,1005,1015,837,NA,NA,"0.13","0.13",NA,NA,NA,"0.95","0.95",NA
"1322",37,1005,1015,873,NA,NA,"0.36","0.36",NA,NA,NA,"0.96","0.96",NA
"1323",37,1005,1015,861,NA,NA,"0.28","0.28",NA,NA,NA,"0.97","0.97",NA
"1324",37,1005,1015,854,NA,NA,"0.24","0.24",NA,NA,NA,"1.01","1.01",NA
"1325",37,1005,1015,889,NA,NA,"0.51","0.51",NA,NA,NA,"1.02","1.02",NA
"1326",37,1005,1015,850,NA,NA,"0.23","0.23",NA,NA,NA,"1.07","1.07",NA
"1327",37,1005,1015,833,NA,NA,"0.1","0.1",NA,NA,NA,"1.08","1.08",NA
"1328",37,1005,1015,1343,NA,NA,NA,"0.02",NA,NA,NA,NA,"1.12",NA
"1329",37,1005,1015,834,NA,NA,"0.1","0.1",NA,NA,NA,"1.13","1.13",NA
"1330",37,1005,1015,844,NA,NA,"0.2","0.2",NA,NA,NA,"1.13","1.13",NA
"1331",37,1005,1015,838,NA,NA,"0.13","0.13",NA,NA,NA,"1.15","1.15",NA
"1332",37,1005,1015,882,NA,NA,"0.41","0.41",NA,NA,NA,"1.3","1.3",NA
"1333",37,1005,1015,906,NA,NA,"0.73","0.73",NA,NA,NA,"1.31","1.31",NA
"1334",37,1005,1015,885,NA,NA,"0.46","0.46",NA,NA,NA,"1.37","1.37",NA
"1335",37,1005,1015,870,NA,NA,"0.33","0.33",NA,NA,NA,"1.46","1.46",NA
"1336",37,1005,1015,890,NA,NA,"0.51","0.51",NA,NA,NA,"1.53","1.53",NA
"1337",37,1005,1015,1344,NA,NA,NA,"0.53",NA,NA,NA,NA,"1.54",NA
"1338",37,1005,1015,874,NA,NA,"0.36","0.36",NA,NA,NA,"1.57","1.57",NA
"1339",37,1005,1015,1345,NA,NA,NA,"0.45",NA,NA,NA,NA,"1.66",NA
"1340",37,1005,1015,884,NA,NA,"0.44","0.44",NA,NA,NA,"1.68","1.68",NA
"1341",37,1005,1015,919,NA,NA,"0.9","0.9",NA,NA,NA,"1.69","1.69",NA
"1342",37,1005,1015,863,NA,NA,"0.29","0.29",NA,NA,NA,"1.74","1.74",NA
"1343",37,1005,1015,920,NA,NA,"0.91","0.91",NA,NA,NA,"1.75","1.75",NA
"1344",37,1005,1015,903,NA,NA,"0.71","0.71",NA,NA,NA,"1.79","1.79",NA
"1345",37,1005,1015,914,NA,NA,"0.82","0.82",NA,NA,NA,"1.81","1.81",NA
"1346",37,1005,1015,864,NA,NA,"0.29","0.29",NA,NA,NA,"1.88","1.88",NA
"1347",37,1005,1015,875,NA,NA,"0.37","0.37",NA,NA,NA,"1.96","1.96",NA
"1348",37,1005,1015,918,NA,NA,"0.89","0.89",NA,NA,NA,"1.98","1.98",NA
"1349",37,1005,1015,925,NA,NA,"0.94","0.94",NA,NA,NA,"1.99","1.99",NA
"1350",37,1005,1015,1346,NA,NA,NA,"0.03",NA,NA,NA,NA,"2.03",NA
"1351",37,1005,1015,1347,NA,NA,NA,"0.05",NA,NA,NA,NA,"2.03",NA
"1352",37,1005,1015,1348,NA,NA,NA,"0.04",NA,NA,NA,NA,"2.04",NA
"1353",37,1005,1015,910,NA,NA,"0.77","0.77",NA,NA,NA,"2.11","2.11",NA
"1354",37,1005,1015,881,NA,NA,"0.4","0.4",NA,NA,NA,"2.15","2.15",NA
"1355",37,1005,1015,868,NA,NA,"0.32","0.32",NA,NA,NA,"2.18","2.18",NA
"1356",37,1005,1015,1349,NA,NA,NA,"0.32",NA,NA,NA,NA,"2.19",NA
