"","transectId","originTagNum","end5mTagNum","plantID","x_Mike Bone, Stanton Schell","x_Arich Fruehling, Leah Veldhuisen","x_Geena Poulter, Michelle DePrenger-Levin","x_Michael Bone, Stanton Schell","x_Michael Guidi, Brooke Washburn, Syed Jalalzai","y_Mike Bone, Stanton Schell","y_Arich Fruehling, Leah Veldhuisen","y_Geena Poulter, Michelle DePrenger-Levin","y_Michael Bone, Stanton Schell","y_Michael Guidi, Brooke Washburn, Syed Jalalzai"
"1",1,1422,1454,6,"0.76","0.76",NA,NA,NA,"0","0",NA,NA,NA
"2",1,1422,1454,7,"0.77","0.77",NA,NA,NA,"0","0",NA,NA,NA
"3",1,1422,1454,1472,"0.05",NA,NA,NA,NA,"0.05",NA,NA,NA,NA
"4",1,1422,1454,2,"0.09","0.09",NA,NA,NA,"0.05","0.05",NA,NA,NA
"5",1,1422,1454,1,"0.07","0.07",NA,NA,NA,"0.1","0.1",NA,NA,NA
"6",1,1422,1454,1491,"0.24",NA,NA,NA,NA,"0.13",NA,NA,NA,NA
"7",1,1422,1454,1600,NA,"0.9",NA,NA,NA,NA,"0.14",NA,NA,NA
"8",1,1422,1454,1473,"0.31","0.3",NA,NA,NA,"0.22","0.2",NA,NA,NA
"9",1,1422,1454,5,"0.63","0.63",NA,NA,NA,"0.2","0.2",NA,NA,NA
"10",1,1422,1454,3,"0.25","0.25",NA,NA,NA,"0.26","0.26",NA,NA,NA
"11",1,1422,1454,1475,"0.34","0.33",NA,NA,NA,"0.26","0.27",NA,NA,NA
"12",1,1422,1454,1474,NA,"0.3",NA,NA,NA,NA,"0.28",NA,NA,NA
"13",1,1422,1454,1476,"0.53","0.54",NA,NA,NA,"0.4","0.41",NA,NA,NA
"14",1,1422,1454,1477,"0.42","0.44",NA,NA,NA,"0.42","0.42",NA,NA,NA
"15",1,1422,1454,1601,NA,"0.53",NA,NA,NA,NA,"0.5",NA,NA,NA
"16",1,1422,1454,1478,NA,"0.31",NA,NA,NA,NA,"0.54",NA,NA,NA
"17",1,1422,1454,1479,"0.34","0.36",NA,NA,NA,"0.55","0.54",NA,NA,NA
"18",1,1422,1454,1481,"0.94","0.97",NA,NA,NA,"0.56","0.54",NA,NA,NA
"19",1,1422,1454,1480,"0.3",NA,NA,NA,NA,"0.55",NA,NA,NA,NA
"20",1,1422,1454,1482,"0.98",NA,NA,NA,NA,"0.62",NA,NA,NA,NA
"21",1,1422,1454,1483,"0.51",NA,NA,NA,NA,"0.68",NA,NA,NA,NA
"22",1,1422,1454,1602,NA,"0.12",NA,NA,NA,NA,"0.82",NA,NA,NA
"23",1,1422,1454,8,"0.87","0.87",NA,NA,NA,"0.85","0.85",NA,NA,NA
"24",1,1422,1454,1484,"0.56","0.57",NA,NA,NA,"0.95","0.93",NA,NA,NA
"25",1,1422,1454,9,"0.92","0.92",NA,NA,NA,"1.09","1.09",NA,NA,NA
"26",1,1422,1454,1603,NA,"0.23",NA,NA,NA,NA,"1.4",NA,NA,NA
"27",1,1422,1454,1485,"0.22",NA,NA,NA,NA,"1.44",NA,NA,NA,NA
"28",1,1422,1454,1604,NA,"0.44",NA,NA,NA,NA,"1.45",NA,NA,NA
"29",1,1422,1454,1486,"0.4",NA,NA,NA,NA,"1.49",NA,NA,NA,NA
"30",1,1422,1454,1605,NA,"0.09",NA,NA,NA,NA,"1.63",NA,NA,NA
"31",1,1422,1454,1606,NA,"0.51",NA,NA,NA,NA,"1.65",NA,NA,NA
"32",1,1422,1454,1607,NA,"0.73",NA,NA,NA,NA,"1.65",NA,NA,NA
"33",1,1422,1454,4,"0.62","0.62",NA,NA,NA,"1.68","1.68",NA,NA,NA
"34",1,1422,1454,1487,"0.73",NA,NA,NA,NA,"1.68",NA,NA,NA,NA
"35",1,1422,1454,1608,NA,"0.64",NA,NA,NA,NA,"1.88",NA,NA,NA
"36",1,1422,1454,1488,"0.6",NA,NA,NA,NA,"1.94",NA,NA,NA,NA
"37",1,1422,1454,1609,NA,"0.27",NA,NA,NA,NA,"2.06",NA,NA,NA
"38",1,1422,1454,1490,"0.76","0.76",NA,NA,NA,"2.71","2.72",NA,NA,NA
"39",1,1422,1454,1489,"0.63",NA,NA,NA,NA,"3",NA,NA,NA,NA
"40",1,1422,1454,1610,NA,"0.78",NA,NA,NA,NA,"3",NA,NA,NA
"41",1,1422,1454,1611,NA,"0.83",NA,NA,NA,NA,"3.13",NA,NA,NA
"42",2,1413,1440,10,NA,"0.25","0.25",NA,NA,NA,"0.25","0.25",NA,NA
"43",2,1413,1440,15,NA,"0.75","0.75",NA,NA,NA,"0.75","0.75",NA,NA
"44",2,1413,1440,1612,NA,"0.69",NA,NA,NA,NA,"0.78",NA,NA,NA
"45",2,1413,1440,1613,NA,"0.71",NA,NA,NA,NA,"0.8",NA,NA,NA
"46",2,1413,1440,1614,NA,"0.44",NA,NA,NA,NA,"1.24",NA,NA,NA
"47",2,1413,1440,11,NA,"0.25","0.25",NA,NA,NA,"1.25","1.25",NA,NA
"48",2,1413,1440,16,NA,"0.75","0.75",NA,NA,NA,"1.75","1.75",NA,NA
"49",2,1413,1440,1615,NA,"0.15",NA,NA,NA,NA,"1.9",NA,NA,NA
"50",2,1413,1440,1616,NA,"0.91",NA,NA,NA,NA,"2.05",NA,NA,NA
"51",2,1413,1440,12,NA,"0.25","0.25",NA,NA,NA,"2.25","2.25",NA,NA
"52",2,1413,1440,1688,NA,NA,"3.89",NA,NA,NA,NA,"2.26",NA,NA
"53",2,1413,1440,1687,NA,NA,"3.65",NA,NA,NA,NA,"2.3",NA,NA
"54",2,1413,1440,1617,NA,"0.09","0.13",NA,NA,NA,"2.48","2.46",NA,NA
"55",2,1413,1440,1618,NA,"0.21",NA,NA,NA,NA,"2.61",NA,NA,NA
"56",2,1413,1440,1686,NA,NA,"0.195",NA,NA,NA,NA,"2.64",NA,NA
"57",2,1413,1440,1619,NA,"0.46","0.51",NA,NA,NA,"2.67","2.65",NA,NA
"58",2,1413,1440,17,NA,"0.75","0.75",NA,NA,NA,"2.75","2.75",NA,NA
"59",2,1413,1440,13,NA,"0.25","0.25",NA,NA,NA,"3.25","3.25",NA,NA
"60",2,1413,1440,1689,NA,NA,"0.34",NA,NA,NA,NA,"3.29",NA,NA
"61",2,1413,1440,1690,NA,NA,"0.31",NA,NA,NA,NA,"3.6",NA,NA
"62",2,1413,1440,1620,NA,"0.67",NA,NA,NA,NA,"3.75",NA,NA,NA
"63",2,1413,1440,18,NA,"0.75","0.75",NA,NA,NA,"3.75","3.75",NA,NA
"64",2,1413,1440,1625,NA,"0.76",NA,NA,NA,NA,"3.78",NA,NA,NA
"65",2,1413,1440,1626,NA,"0.8",NA,NA,NA,NA,"3.78",NA,NA,NA
"66",2,1413,1440,1691,NA,NA,"0.86",NA,NA,NA,NA,"3.78",NA,NA
"67",2,1413,1440,1622,NA,"0.28",NA,NA,NA,NA,"3.89",NA,NA,NA
"68",2,1413,1440,1694,NA,NA,"0.35",NA,NA,NA,NA,"3.9",NA,NA
"69",2,1413,1440,1627,NA,"0.76",NA,NA,NA,NA,"3.9",NA,NA,NA
"70",2,1413,1440,1693,NA,NA,"0.84",NA,NA,NA,NA,"3.9",NA,NA
"71",2,1413,1440,1692,NA,NA,"0.88",NA,NA,NA,NA,"3.9",NA,NA
"72",2,1413,1440,1623,NA,"0.25",NA,NA,NA,NA,"3.92",NA,NA,NA
"73",2,1413,1440,1621,NA,"0.77",NA,NA,NA,NA,"3.94",NA,NA,NA
"74",2,1413,1440,1624,NA,"0.14",NA,NA,NA,NA,"3.98",NA,NA,NA
"75",2,1413,1440,1696,NA,NA,"0.31",NA,NA,NA,NA,"4",NA,NA
"76",2,1413,1440,1695,NA,NA,"0.82",NA,NA,NA,NA,"4",NA,NA
"77",2,1413,1440,1698,NA,NA,"0.18",NA,NA,NA,NA,"4.05",NA,NA
"78",2,1413,1440,1697,NA,NA,"0.28",NA,NA,NA,NA,"4.07",NA,NA
"79",2,1413,1440,1628,NA,"0.32",NA,NA,NA,NA,"4.21",NA,NA,NA
"80",2,1413,1440,1629,NA,"0.5",NA,NA,NA,NA,"4.21",NA,NA,NA
"81",2,1413,1440,14,NA,"0.25","0.25",NA,NA,NA,"4.25","4.25",NA,NA
"82",2,1413,1440,19,NA,"0.75","0.75",NA,NA,NA,"4.75","4.75",NA,NA
"83",2,1413,1440,1699,NA,NA,"0",NA,NA,NA,NA,"4.95",NA,NA
"84",3,1413,1440,1700,NA,NA,"0.23",NA,NA,NA,NA,"0.12",NA,NA
"85",3,1425,1439,30,"0.94",NA,"0.94",NA,NA,"0.35",NA,"0.35",NA,NA
"86",3,1425,1439,1701,NA,NA,"0.52",NA,NA,NA,NA,"1.35",NA,NA
"87",3,1425,1439,20,"0.22",NA,"0.22",NA,NA,"1.86",NA,"1.86",NA,NA
"88",3,1425,1439,1702,NA,NA,"0.42",NA,NA,NA,NA,"1.92",NA,NA
"89",3,1425,1439,1492,"0.31",NA,NA,NA,NA,"2.51",NA,NA,NA,NA
"90",3,1425,1439,1703,NA,NA,"1.58",NA,NA,NA,NA,"2.7",NA,NA
"91",3,1425,1439,1493,"0.56",NA,NA,NA,NA,"2.76",NA,NA,NA,NA
"92",3,1425,1439,1494,"0.53",NA,NA,NA,NA,"3.13",NA,NA,NA,NA
"93",3,1425,1439,1704,NA,NA,"1.54",NA,NA,NA,NA,"3.15",NA,NA
"94",3,1425,1439,1705,NA,NA,"0.9",NA,NA,NA,NA,"3.58",NA,NA
"95",3,1425,1439,29,"0.93",NA,"0.93",NA,NA,"3.6",NA,"3.6",NA,NA
"96",3,1425,1439,1495,"0.65",NA,"0.66",NA,NA,"3.65",NA,"3.65",NA,NA
"97",3,1425,1439,23,"0.56",NA,"0.56",NA,NA,"3.85",NA,"3.85",NA,NA
"98",3,1425,1439,24,"0.57",NA,"0.57",NA,NA,"3.85",NA,"3.85",NA,NA
"99",3,1425,1439,25,"0.59",NA,"0.59",NA,NA,"3.85",NA,"3.85",NA,NA
"100",3,1425,1439,28,"0.89",NA,"0.89",NA,NA,"3.9",NA,"3.9",NA,NA
"101",3,1425,1439,21,"0.23",NA,"0.23",NA,NA,"4.14",NA,"4.14",NA,NA
"102",3,1425,1439,22,"0.4",NA,"0.4",NA,NA,"4.15",NA,"4.15",NA,NA
"103",3,1425,1439,26,"0.62",NA,"0.62",NA,NA,"4.6",NA,"4.6",NA,NA
"104",3,1425,1439,27,"0.77",NA,"0.77",NA,NA,"4.6",NA,"4.6",NA,NA
"105",4,1452,1443,31,"0.25","0.25",NA,NA,NA,"0.25","0.25",NA,NA,NA
"106",4,1452,1443,36,"0.75","0.75",NA,NA,NA,"0.75","0.75",NA,NA,NA
"107",4,1452,1443,1496,"0.82",NA,NA,NA,NA,"0.9",NA,NA,NA,NA
"108",4,1452,1443,1630,NA,"0.79",NA,NA,NA,NA,"0.93",NA,NA,NA
"109",4,1452,1443,1631,NA,"0.99",NA,NA,NA,NA,"0.98",NA,NA,NA
"110",4,1452,1443,32,"0.25","0.25",NA,NA,NA,"1.25","1.25",NA,NA,NA
"111",4,1452,1443,37,"0.75","0.75",NA,NA,NA,"1.75","1.75",NA,NA,NA
"112",4,1452,1443,33,"0.25","0.25",NA,NA,NA,"2.25","2.25",NA,NA,NA
"113",4,1452,1443,38,"0.75","0.75",NA,NA,NA,"2.75","2.75",NA,NA,NA
"114",4,1452,1443,34,"0.25","0.25",NA,NA,NA,"3.25","3.25",NA,NA,NA
"115",4,1452,1443,39,"0.75","0.75",NA,NA,NA,"3.75","3.75",NA,NA,NA
"116",4,1452,1443,35,"0.25","0.25",NA,NA,NA,"4.25","4.25",NA,NA,NA
"117",4,1452,1443,40,"0.75","0.75",NA,NA,NA,"4.75","4.75",NA,NA,NA
"118",5,1448,1442,55,"0.29","0.29",NA,NA,NA,"1.15","1.15",NA,NA,NA
"119",5,1448,1442,65,"0.55","0.55",NA,NA,NA,"1.21","1.21",NA,NA,NA
"120",5,1448,1442,1497,"0.86",NA,NA,NA,NA,"1.26",NA,NA,NA,NA
"121",5,1448,1442,1498,"0.58","0.55",NA,NA,NA,"1.73","1.75",NA,NA,NA
"122",5,1448,1442,1499,"0.42","0.39",NA,NA,NA,"1.77","1.75",NA,NA,NA
"123",5,1448,1442,51,"0.22","0.22",NA,NA,NA,"1.92","1.92",NA,NA,NA
"124",5,1448,1442,61,"0.34","0.34",NA,NA,NA,"1.92","1.92",NA,NA,NA
"125",5,1448,1442,41,"0.1","0.1",NA,NA,NA,"1.99","1.99",NA,NA,NA
"126",5,1448,1442,72,"0.75","0.75",NA,NA,NA,"2","2",NA,NA,NA
"127",5,1448,1442,1500,"0.83",NA,NA,NA,NA,"2.07",NA,NA,NA,NA
"128",5,1448,1442,1501,"0.9",NA,NA,NA,NA,"2.09",NA,NA,NA,NA
"129",5,1448,1442,1502,"0.83",NA,NA,NA,NA,"2.1",NA,NA,NA,NA
"130",5,1448,1442,45,"0.16","0.16",NA,NA,NA,"2.15","2.15",NA,NA,NA
"131",5,1448,1442,1632,NA,"0.5",NA,NA,NA,NA,"2.17",NA,NA,NA
"132",5,1448,1442,1503,"0.55",NA,NA,NA,NA,"2.18",NA,NA,NA,NA
"133",5,1448,1442,1634,NA,"0.98",NA,NA,NA,NA,"2.18",NA,NA,NA
"134",5,1448,1442,1504,"0.7",NA,NA,NA,NA,"2.19",NA,NA,NA,NA
"135",5,1448,1442,1633,NA,"6.7",NA,NA,NA,NA,"2.2",NA,NA,NA
"136",5,1448,1442,78,"0.95","0.95",NA,NA,NA,"2.28","2.28",NA,NA,NA
"137",5,1448,1442,76,"0.92","0.92",NA,NA,NA,"2.38","2.38",NA,NA,NA
"138",5,1448,1442,1505,"0.64","0.6",NA,NA,NA,"2.49","2.48",NA,NA,NA
"139",5,1448,1442,59,"0.32","0.32",NA,NA,NA,"2.71","2.71",NA,NA,NA
"140",5,1448,1442,42,"0.11","0.11",NA,NA,NA,"2.74","2.74",NA,NA,NA
"141",5,1448,1442,75,"0.85","0.85",NA,NA,NA,"2.8","2.8",NA,NA,NA
"142",5,1448,1442,80,"4.7","0.47",NA,NA,NA,"2.9","2.9",NA,NA,NA
"143",5,1448,1442,63,"0.53","0.53",NA,NA,NA,"2.96","2.96",NA,NA,NA
"144",5,1448,1442,66,"0.55","0.55",NA,NA,NA,"3","3",NA,NA,NA
"145",5,1448,1442,1506,"0.39","0.36",NA,NA,NA,"3.09","3.1",NA,NA,NA
"146",5,1448,1442,49,"0.2","0.2",NA,NA,NA,"3.1","3.1",NA,NA,NA
"147",5,1448,1442,58,"0.31","0.31",NA,NA,NA,"3.21","3.21",NA,NA,NA
"148",5,1448,1442,1635,NA,"0.98",NA,NA,NA,NA,"3.32",NA,NA,NA
"149",5,1448,1442,50,"0.21","0.21",NA,NA,NA,"3.5","3.5",NA,NA,NA
"150",5,1448,1442,1507,"0.54",NA,NA,NA,NA,"3.5",NA,NA,NA,NA
"151",5,1448,1442,44,"0.13","0.13",NA,NA,NA,"3.51","3.51",NA,NA,NA
"152",5,1448,1442,43,"0.12","0.12",NA,NA,NA,"3.55","3.55",NA,NA,NA
"153",5,1448,1442,1508,"0.2",NA,NA,NA,NA,"3.61",NA,NA,NA,NA
"154",5,1448,1442,1509,"0.3",NA,NA,NA,NA,"3.61",NA,NA,NA,NA
"155",5,1448,1442,1510,"0.97",NA,NA,NA,NA,"3.61",NA,NA,NA,NA
"156",5,1448,1442,60,"0.32","0.32",NA,NA,NA,"3.64","3.64",NA,NA,NA
"157",5,1448,1442,73,"0.81","0.81",NA,NA,NA,"3.65","3.65",NA,NA,NA
"158",5,1448,1442,56,"0.29","0.29",NA,NA,NA,"3.81","3.81",NA,NA,NA
"159",5,1448,1442,77,"0.93","0.93",NA,NA,NA,"3.9","3.9",NA,NA,NA
"160",5,1448,1442,79,"0.99","0.99",NA,NA,NA,"4.02","4.02",NA,NA,NA
"161",5,1448,1442,52,"0.22","0.22",NA,NA,NA,"4.06","4.06",NA,NA,NA
"162",5,1448,1442,46,"0.16","0.16",NA,NA,NA,"4.07","4.07",NA,NA,NA
"163",5,1448,1442,47,"0.16","0.16",NA,NA,NA,"4.1","4.1",NA,NA,NA
"164",5,1448,1442,1511,"0.8","0.78",NA,NA,NA,"4.13","4.15",NA,NA,NA
"165",5,1448,1442,48,"0.16","0.16",NA,NA,NA,"4.16","4.16",NA,NA,NA
"166",5,1448,1442,57,"0.3","0.3",NA,NA,NA,"4.24","4.24",NA,NA,NA
"167",5,1448,1442,54,"0.28","0.28",NA,NA,NA,"4.3","4.3",NA,NA,NA
"168",5,1448,1442,67,"0.55","0.55",NA,NA,NA,"4.4","4.4",NA,NA,NA
"169",5,1448,1442,74,"0.81","0.81",NA,NA,NA,"4.55","4.55",NA,NA,NA
"170",5,1448,1442,1512,"0.48",NA,NA,NA,NA,"4.61",NA,NA,NA,NA
"171",5,1448,1442,70,"0.71","0.71",NA,NA,NA,"4.67","4.67",NA,NA,NA
"172",5,1448,1442,1513,"0.35",NA,NA,NA,NA,"4.76",NA,NA,NA,NA
"173",5,1448,1442,53,"0.26","0.26",NA,NA,NA,"4.78","4.78",NA,NA,NA
"174",5,1448,1442,1636,NA,"0.35",NA,NA,NA,NA,"4.79",NA,NA,NA
"175",5,1448,1442,1514,"0",NA,NA,NA,NA,"4.8",NA,NA,NA,NA
"176",5,1448,1442,62,"0.43","0.43",NA,NA,NA,"4.8","4.8",NA,NA,NA
"177",5,1448,1442,64,"0.53","0.53",NA,NA,NA,"4.81","4.81",NA,NA,NA
"178",5,1448,1442,68,"0.62","0.62",NA,NA,NA,"4.85","4.85",NA,NA,NA
"179",5,1448,1442,69,"0.68","0.68",NA,NA,NA,"4.9","4.9",NA,NA,NA
"180",5,1448,1442,1517,"0.61","0.61",NA,NA,NA,"4.92","4.94",NA,NA,NA
"181",5,1448,1442,1516,"0.21","0.22",NA,NA,NA,"4.95","4.95",NA,NA,NA
"182",5,1448,1442,71,"0.74","0.74",NA,NA,NA,"4.95","4.95",NA,NA,NA
"183",5,1448,1442,1637,NA,"0.56",NA,NA,NA,NA,"4.99",NA,NA,NA
"184",5,1448,1442,1515,"0.38",NA,NA,NA,NA,"5",NA,NA,NA,NA
"185",6,298,1428,1520,"0.55",NA,NA,NA,NA,"0.03",NA,NA,NA,NA
"186",6,298,1428,1521,"25",NA,NA,NA,NA,"0.13",NA,NA,NA,NA
"187",6,298,1428,81,"0.25",NA,"0.25",NA,NA,"0.25",NA,"0.25",NA,NA
"188",6,298,1428,1522,"0.92",NA,NA,NA,NA,"0.25",NA,NA,NA,NA
"189",6,298,1428,86,"0.75",NA,"0.75",NA,NA,"0.75",NA,"0.75",NA,NA
"190",6,298,1428,82,"0.25",NA,"0.25",NA,NA,"1.25",NA,"1.25",NA,NA
"191",6,298,1428,87,"0.75",NA,"0.75",NA,NA,"1.75",NA,"1.75",NA,NA
"192",6,298,1428,1518,"0.86",NA,NA,NA,NA,"2.11",NA,NA,NA,NA
"193",6,298,1428,83,"0.25",NA,"0.25",NA,NA,"2.25",NA,"2.25",NA,NA
"194",6,298,1428,88,"0.75",NA,"0.75",NA,NA,"2.75",NA,"2.75",NA,NA
"195",6,298,1428,84,"0.25",NA,"0.25",NA,NA,"3.25",NA,"3.25",NA,NA
"196",6,298,1428,1519,"0.13",NA,NA,NA,NA,"3.32",NA,NA,NA,NA
"197",6,298,1428,89,"0.75",NA,"0.75",NA,NA,"3.75",NA,"3.75",NA,NA
"198",6,298,1428,85,"0.25",NA,"0.25",NA,NA,"4.25",NA,"4.25",NA,NA
"199",6,298,1428,90,"0.75",NA,"0.75",NA,NA,"4.75",NA,"4.75",NA,NA
"200",7,1436,1420,1708,NA,NA,"0.24",NA,NA,NA,NA,"0.1",NA,NA
"201",7,1436,1420,1709,NA,NA,"0.82",NA,NA,NA,NA,"0.15",NA,NA
"202",7,1436,1420,1710,NA,NA,"0.92",NA,NA,NA,NA,"0.2",NA,NA
"203",7,1436,1420,1711,NA,NA,"0.05",NA,NA,NA,NA,"0.25",NA,NA
"204",7,1436,1420,1712,NA,NA,"0.52",NA,NA,NA,NA,"0.3",NA,NA
"205",7,1436,1420,1638,NA,"0.96","0.95",NA,NA,NA,"0.32","0.3",NA,NA
"206",7,1436,1420,100,NA,"0.49","0.49",NA,NA,NA,"0.33","0.33",NA,NA
"207",7,1436,1420,1713,NA,NA,"0.73",NA,NA,NA,NA,"0.35",NA,NA
"208",7,1436,1420,1714,NA,NA,"0.82",NA,NA,NA,NA,"0.37",NA,NA
"209",7,1436,1420,1639,NA,"0.62",NA,NA,NA,NA,"0.69",NA,NA,NA
"210",7,1436,1420,99,NA,"0.47","0.47",NA,NA,NA,"1.23","1.23",NA,NA
"211",7,1436,1420,103,NA,"0.57","0.57",NA,NA,NA,"1.4","1.4",NA,NA
"212",7,1436,1420,102,NA,"0.55","0.55",NA,NA,NA,"1.55","1.55",NA,NA
"213",7,1436,1420,1640,NA,"0.11",NA,NA,NA,NA,"1.74",NA,NA,NA
"214",7,1436,1420,1641,NA,"0",NA,NA,NA,NA,"1.83",NA,NA,NA
"215",7,1436,1420,1642,NA,"0.56","0.57",NA,NA,NA,"1.86","1.85",NA,NA
"216",7,1436,1420,104,NA,"0.57","0.57",NA,NA,NA,"1.99","1.99",NA,NA
"217",7,1436,1420,1643,NA,"0.8",NA,NA,NA,NA,"2.01",NA,NA,NA
"218",7,1436,1420,91,NA,"0.12","0.12",NA,NA,NA,"2.06","2.06",NA,NA
"219",7,1436,1420,98,NA,"0.33","0.33",NA,NA,NA,"2.11","2.11",NA,NA
"220",7,1436,1420,1706,NA,NA,"0.16",NA,NA,NA,NA,"2.21",NA,NA
"221",7,1436,1420,94,NA,"0.22","0.22",NA,NA,NA,"2.21","2.21",NA,NA
"222",7,1436,1420,96,NA,"0.26","0.26",NA,NA,NA,"2.24","2.24",NA,NA
"223",7,1436,1420,101,NA,"0.5","0.5",NA,NA,NA,"2.26","2.26",NA,NA
"224",7,1436,1420,1644,NA,"0.84",NA,NA,NA,NA,"2.34",NA,NA,NA
"225",7,1436,1420,105,NA,"0.6","0.6",NA,NA,NA,"2.35","2.35",NA,NA
"226",7,1436,1420,92,NA,"0.12","0.12",NA,NA,NA,"2.4","2.4",NA,NA
"227",7,1436,1420,106,NA,"0.62","0.62",NA,NA,NA,"2.5","2.5",NA,NA
"228",7,1436,1420,1645,NA,"0.92","0.9",NA,NA,NA,"2.71","2.68",NA,NA
"229",7,1436,1420,108,NA,"0.71","0.71",NA,NA,NA,"2.71","2.71",NA,NA
"230",7,1436,1420,1646,NA,"0.13",NA,NA,NA,NA,"3.09",NA,NA,NA
"231",7,1436,1420,107,NA,"0.66","0.66",NA,NA,NA,"3.17","3.17",NA,NA
"232",7,1436,1420,93,NA,"0.21","0.21",NA,NA,NA,"3.2","3.2",NA,NA
"233",7,1436,1420,97,NA,"0.28","0.28",NA,NA,NA,"3.3","3.3",NA,NA
"234",7,1436,1420,1707,NA,NA,"0.17",NA,NA,NA,NA,"3.35",NA,NA
"235",7,1436,1420,95,NA,"0.23","0.23",NA,NA,NA,"3.6","3.6",NA,NA
"236",7,1436,1420,109,NA,"0.82","0.82",NA,NA,NA,"3.61","3.61",NA,NA
"237",7,1436,1420,1647,NA,"0.13","0.15",NA,NA,NA,"3.81","3.8",NA,NA
"238",7,1436,1420,1648,NA,"0.44",NA,NA,NA,NA,"4",NA,NA,NA
"239",7,1436,1420,1649,NA,"0.3","0.3",NA,NA,NA,"4.43","4.4",NA,NA
"240",7,1436,1420,1650,NA,"0.57",NA,NA,NA,NA,"4.99",NA,NA,NA
"241",8,1437,1445,1523,"0.05",NA,NA,NA,NA,"0.25",NA,NA,NA,NA
"242",8,1437,1445,110,"0.25",NA,"0.25",NA,NA,"0.25",NA,"0.25",NA,NA
"243",8,1437,1445,1524,"0.95",NA,NA,NA,NA,"0.27",NA,NA,NA,NA
"244",8,1437,1445,1525,"0.5",NA,"0.5",NA,NA,"0.36",NA,"0.37",NA,NA
"245",8,1437,1445,1526,"0.73",NA,NA,NA,NA,"0.36",NA,NA,NA,NA
"246",8,1437,1445,1715,NA,NA,"0.52",NA,NA,NA,NA,"0.4",NA,NA
"247",8,1437,1445,1528,"0.7",NA,"0.68",NA,NA,"0.51",NA,"0.5",NA,NA
"248",8,1437,1445,1527,"0.43",NA,NA,NA,NA,"0.51",NA,NA,NA,NA
"249",8,1437,1445,1530,"0.14",NA,NA,NA,NA,"0.55",NA,NA,NA,NA
"250",8,1437,1445,1531,"0.44",NA,NA,NA,NA,"0.55",NA,NA,NA,NA
"251",8,1437,1445,1532,"0.7",NA,NA,NA,NA,"0.55",NA,NA,NA,NA
"252",8,1437,1445,1717,NA,NA,"0.8",NA,NA,NA,NA,"0.55",NA,NA
"253",8,1437,1445,1529,"0.98",NA,NA,NA,NA,"0.55",NA,NA,NA,NA
"254",8,1437,1445,1533,"0.8",NA,NA,NA,NA,"0.59",NA,NA,NA,NA
"255",8,1437,1445,1534,"0.31",NA,"0.32",NA,NA,"0.63",NA,"0.62",NA,NA
"256",8,1437,1445,1535,"0.37",NA,"0.39",NA,NA,"0.71",NA,"0.7",NA,NA
"257",8,1437,1445,1718,NA,NA,"0.89",NA,NA,NA,NA,"0.7",NA,NA
"258",8,1437,1445,1536,"0.38",NA,NA,NA,NA,"0.75",NA,NA,NA,NA
"259",8,1437,1445,115,"0.75",NA,"0.75",NA,NA,"0.75",NA,"0.75",NA,NA
"260",8,1437,1445,1537,"0.57",NA,NA,NA,NA,"0.84",NA,NA,NA,NA
"261",8,1437,1445,1538,"0.71",NA,NA,NA,NA,"0.84",NA,NA,NA,NA
"262",8,1437,1445,1719,NA,NA,"0.49",NA,NA,NA,NA,"0.9",NA,NA
"263",8,1437,1445,1539,"0.81",NA,"0.8",NA,NA,"0.9",NA,"0.9",NA,NA
"264",8,1437,1445,1716,NA,NA,"0.13",NA,NA,NA,NA,"0.95",NA,NA
"265",8,1437,1445,1540,"0.98",NA,"0.97",NA,NA,"0.95",NA,"0.95",NA,NA
"266",8,1437,1445,1541,"0.36",NA,"0.34",NA,NA,"0.99",NA,"1",NA,NA
"267",8,1437,1445,1542,"0.66",NA,"0.65",NA,NA,"1.05",NA,"1.05",NA,NA
"268",8,1437,1445,1720,NA,NA,"0.75",NA,NA,NA,NA,"1.15",NA,NA
"269",8,1437,1445,1543,"0.66",NA,NA,NA,NA,"1.19",NA,NA,NA,NA
"270",8,1437,1445,1544,"0.74",NA,NA,NA,NA,"1.19",NA,NA,NA,NA
"271",8,1437,1445,1545,"0.85",NA,"0.85",NA,NA,"1.19",NA,"1.2",NA,NA
"272",8,1437,1445,1546,"0.97",NA,NA,NA,NA,"1.19",NA,NA,NA,NA
"273",8,1437,1445,1547,"0.78",NA,"0.78",NA,NA,"1.23",NA,"1.25",NA,NA
"274",8,1437,1445,111,"0.25",NA,"0.25",NA,NA,"1.25",NA,"1.25",NA,NA
"275",8,1437,1445,1548,"0.58",NA,"0.6",NA,NA,"1.3",NA,"1.3",NA,NA
"276",8,1437,1445,1721,NA,NA,"0.58",NA,NA,NA,NA,"1.35",NA,NA
"277",8,1437,1445,1722,NA,NA,"0.59",NA,NA,NA,NA,"1.35",NA,NA
"278",8,1437,1445,1549,"0.22",NA,"0.23",NA,NA,"1.4",NA,"1.4",NA,NA
"279",8,1437,1445,1550,"0.9",NA,NA,NA,NA,"1.4",NA,NA,NA,NA
"280",8,1437,1445,1551,"0.08",NA,NA,NA,NA,"1.46",NA,NA,NA,NA
"281",8,1437,1445,1552,"0.57",NA,NA,NA,NA,"1.46",NA,NA,NA,NA
"282",8,1437,1445,1723,NA,NA,"0.07",NA,NA,NA,NA,"1.5",NA,NA
